molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL4092293,CNC(=O)c1ccc(-c2cnc3nnn(C(C)c4cc5cc(-c6cnn(C)c6)cnc5cc4F)c3n2)cc1F,active,525.523,4.0841,1,9,9
CHEMBL4068290,CC(c1cc2cc(-c3cnn(C)c3)cnc2cc1F)n1nnc2ncc(-c3ccncc3)nc21,active,451.469,3.9804,0,9,9.15490196
CHEMBL4097173,CC(c1c(F)cc2ncc(-c3cnn(C)c3)cc2c1F)n1nnc2ncc(-c3cnn(C)c3)nc21,active,472.463,3.458,0,10,9.397940009
CHEMBL4070258,CC(c1c(F)cc2ncc(-c3cnn(C)c3)cc2c1F)n1nnc2ncc(-c3cnn(CCO)c3)nc21,active,502.489,2.9133,1,11,9.397940009
CHEMBL4104884,CC(c1c(F)cc2ncc(-c3cnn(C)c3)cc2c1F)n1nnc2ncc(-c3ccc(C(N)=O)c(F)c3)nc21,active,529.486,3.9625,1,9,9.522878745
CHEMBL4075149,CNC(=O)c1ccc(-c2cnc3nnn(C(C)c4c(F)cc5ncc(-c6cnn(C)c6)cc5c4F)c3n2)cc1F,active,543.513,4.2232,1,9,9.045757491
CHEMBL4076438,CC(c1c(F)cc2ncc(-c3cnn(C)c3)cc2c1F)n1nnc2ncc(-c3ccncc3)nc21,active,469.459,4.1195,0,9,9.301029996
CHEMBL4094716,CC(c1cc2cc(-c3ccc(F)cc3)cnc2cc1F)n1nnc2ncc(-c3cnn(C)c3)nc21,active,468.471,4.7245,0,8,8.823908741
CHEMBL4078192,CC(c1cc2cc(-c3ccc(F)cc3)cnc2cc1F)n1nnc2ncc(-c3ccncc3)nc21,active,465.467,5.386,0,7,8.769551079
CHEMBL4102466,CC(c1c(F)cc2ncc(-c3ccc(F)cc3)cc2c1F)n1nnc2ncc(-c3cnn(C)c3)nc21,active,486.461,4.8636,0,8,8.420216403
CHEMBL4065641,CC(c1c(F)cc2ncc(-c3ccc(F)cc3)cc2c1F)n1nnc2ncc(-c3ccncc3)nc21,active,483.457,5.5251,0,7,8.366531544
CHEMBL4096249,Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(Cl)cc4)CC3)cc2F)n1,active,441.85,4.001,3,6,6.3400838
CHEMBL4078198,COc1ccc(NC(=O)C2(C(=O)Nc3ccc(Oc4ccnc(N)n4)c(F)c3)CC2)cc1,inactive,437.431,3.3562,3,7,5
CHEMBL4094985,Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)NCc4ccc(F)cc4)CC3)cc2F)n1,inactive,439.422,3.1644,3,6,5
CHEMBL4079666,Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)n1,active,425.395,3.4867,3,6,6.588380294
CHEMBL4068880,COc1ccc(NC(=O)C2(C(=O)Nc3ccc(Oc4cc(N)ncn4)c(F)c3)CC2)cc1,inactive,437.431,3.3562,3,7,5
CHEMBL4088444,Nc1cc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(Cl)cc4)CC3)cc2F)ncn1,active,441.85,4.001,3,6,6.555955204
CHEMBL4060214,Nc1cc(Oc2ccc(NC(=O)C3(C(=O)NCc4ccc(F)cc4)CC3)cc2F)ncn1,inactive,439.422,3.1644,3,6,5
CHEMBL4080577,Nc1cc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ncn1,active,425.395,3.4867,3,6,6.625251654
CHEMBL4067036,Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)Nc4cccc(F)c4)CC3)cc2F)c1Cl,active,458.852,4.7451,3,5,6.628932138
CHEMBL4076054,Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(Cl)cc4)CC3)cc2F)c1Cl,active,475.307,5.2594,3,5,7.022276395
CHEMBL4104302,Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1Cl,active,458.852,4.7451,3,5,7.769551079
CHEMBL4086090,Cc1ccc(NC(=O)C2(C(=O)Nc3ccc(Oc4ccnc(N)n4)c(F)c3)CC2)cc1,active,421.432,3.65602,3,6,6.341988603
CHEMBL4076617,Cc1cc(=O)n(-c2cccc(C(F)(F)F)c2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)c(F)c1,active,537.473,5.63012,1,7,7.532391894
CHEMBL4097410,Cc1cc(=O)n(-c2ccc(Br)cc2F)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,548.372,5.37382,1,7,7.441531437
CHEMBL4078622,Cc1cc(=O)n(-c2ccc(F)c(Cl)c2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,503.921,5.26472,1,7,7.343805938
CHEMBL4091384,Cc1cc(=O)n(-c2ccc(Cl)cc2Cl)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,520.376,5.77902,1,7,7.308388126
CHEMBL4061741,Cc1ccc(C)c(-n2nc(C(=O)Nc3ccc(Oc4ccnc5c4ccn5C)cc3)c(C)cc2=O)c1,active,479.54,5.08906,1,7,7.384576047
CHEMBL4088695,Cc1cc(=O)n(-c2cccc(C(F)(F)F)c2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,519.483,5.49102,1,7,7.492819023
CHEMBL4066651,Cc1cc(=O)n(-c2ccccc2C(F)(F)F)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,519.483,5.49102,1,7,7.334700501
CHEMBL4089464,Cc1cc(=O)n(-c2cccc(Br)c2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,530.382,5.23472,1,7,7.980468315
CHEMBL4068286,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,469.476,4.61132,1,7,8.03574037
CHEMBL4097171,Cc1cc(=O)n(-c2cccc(F)c2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,469.476,4.61132,1,7,7.816160963
CHEMBL4079155,Cc1cc(=O)n(-c2ccccc2F)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,469.476,4.61132,1,7,7.841336019
CHEMBL4104881,Cc1cc(=O)n(-c2ccccc2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,active,451.486,4.47222,1,7,7.709075441
CHEMBL4087017,Cc1cc(=O)n(-c2ccc(Br)cc2F)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,active,552.335,5.50252,2,6,7.738975166
CHEMBL4067260,Cc1cc(=O)n(-c2ccc(Cl)cc2Cl)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,active,524.339,5.90772,2,6,7.649945906
CHEMBL4094711,COc1ccc(-n2nc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c(C)cc2=O)cc1,active,485.475,4.60952,2,7,7.738737131
CHEMBL4078189,Cc1ccccc1-n1nc(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)c(C)cc1=O,active,469.476,4.90934,2,6,7.989276135
CHEMBL4102463,Cc1cc(=O)n(-c2ccccc2C(F)(F)F)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,active,523.446,5.61972,2,6,7.949620244
CHEMBL4066684,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,active,473.439,4.74002,2,6,8.974694135
CHEMBL4087981,Cc1cc(=O)n(-c2cccc(F)c2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,active,473.439,4.74002,2,6,8.251037139
CHEMBL4093275,Cc1cc(=O)n(-c2ccccc2F)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,active,473.439,4.74002,2,6,8.299296283
CHEMBL4065638,Cc1cc(=O)n(-c2ccc(Br)cc2F)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,534.345,5.36342,2,6,7.384786665
CHEMBL4085528,Cc1cc(=O)n(-c2ccc(F)c(Cl)c2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,489.894,5.25432,2,6,7.375202421
CHEMBL4103455,Cc1cc(=O)n(-c2ccc(Cl)cc2Cl)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,506.349,5.76862,2,6,7.249877473
CHEMBL4062885,Cc1ccc(C)c(-n2nc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)cc3)c(C)cc2=O)c1,active,465.513,5.07866,2,6,7.474825572
CHEMBL4084557,COc1ccc(-n2nc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)cc3)c(C)cc2=O)cc1,active,467.485,4.47042,2,7,7.328734567
CHEMBL4101008,Cc1ccccc1-n1nc(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)cc2)c(C)cc1=O,active,451.486,4.77024,2,6,7.718058067
CHEMBL4074260,Cc1cc(=O)n(-c2cccc(C(F)(F)F)c2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,505.456,5.48062,2,6,7.452348342
CHEMBL4080532,Cc1cc(=O)n(-c2ccccc2C(F)(F)F)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,505.456,5.48062,2,6,7.403183064
CHEMBL4104755,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,455.449,4.60092,2,6,8.074687909
CHEMBL4066710,Cc1cc(=O)n(-c2cccc(F)c2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,455.449,4.60092,2,6,7.934420285
CHEMBL4062107,Cc1cc(=O)n(-c2ccccc2F)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,455.449,4.60092,2,6,7.900319359
CHEMBL4075470,Cc1cc(=O)n(-c2ccccc2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1,active,437.459,4.46182,2,6,7.738499227
CHEMBL4095304,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,693.707,6.3664,1,10,8.628932138
CHEMBL4085110,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(Cl)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,710.162,6.8807,1,10,8.170053304
CHEMBL4092858,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5F)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,693.707,6.3664,1,10,8.344861565
CHEMBL4065200,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,710.162,6.8807,1,10,8.490797478
CHEMBL4084146,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,active,691.735,7.5201,1,9,8.095284455
CHEMBL4098250,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,705.762,7.7661,1,9,8.447331784
CHEMBL4090537,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5F)c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,705.762,7.7661,1,9,7.881404635
CHEMBL4082724,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,706.75,6.2816,1,10,9.045757491
CHEMBL4072335,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,723.205,6.7959,1,10,8.913640169
CHEMBL4167104,CC(=O)N1CCC(Nc2ccc(-c3n[nH]c4c3CN(S(=O)(=O)c3cccc5cccnc35)CC4)cc2)CC1,inactive,530.654,3.7947,2,6,4.301029996
CHEMBL4166206,CC(=O)N1CCC(Nc2ccc(-c3n[nH]c4c3CN(S(=O)(=O)c3cccnc3)CC4)cc2)CC1,inactive,480.594,2.6415,2,6,4.769551079
CHEMBL4176824,CC(=O)N1CCC(Nc2ccc(-c3n[nH]c4c3CN(S(=O)(=O)c3c(Cl)cccc3Cl)CC4)cc2)CC1,active,548.496,4.5533,2,5,6.354577731
CHEMBL4163204,CC(=O)N1CCC(Nc2ccc(-c3n[nH]c4c3CN(S(=O)(=O)c3ccc(C)cc3)CC4)cc2)CC1,inactive,493.633,3.55492,2,5,4.301029996
CHEMBL4173469,CC(=O)N1CCC(Nc2ccc(-c3n[nH]c4c3CN(S(=O)(=O)c3cccc5ccccc35)CC4)cc2)CC1,inactive,529.666,4.3997,2,5,4.301029996
CHEMBL4165198,CC(=O)N1CCC(Nc2ccc(-c3n[nH]c4c3CN(S(=O)(=O)c3cccs3)CC4)cc2)CC1,inactive,485.635,3.308,2,6,4.619788758
CHEMBL4168618,CN1CCC(Nc2ccc(-c3n[nH]c4c3CN(S(=O)(=O)c3c(Cl)cccc3Cl)CC4)cc2)CC1,active,520.486,4.6366,2,5,7.167491087
CHEMBL4161379,O=C(c1ccc(-c2n[nH]c3c2CN(S(=O)(=O)c2c(Cl)cccc2Cl)CC3)cc1)N1CCCCC1,inactive,519.454,4.7566,1,4,4.978810701
CHEMBL4164791,O=C(c1ccc(-c2n[nH]c3c2CN(S(=O)(=O)c2c(Cl)cccc2Cl)CC3)cc1)N1CCNCC1,active,520.442,3.1759,2,5,6.092051478
CHEMBL4171543,C=CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)cn1,active,392.846,5.1705,3,3,7.238072162
CHEMBL4159161,COc1cc(-c2nc(CN3CCC(C)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,active,627.236,7.1633,2,10,6.014573526
CHEMBL4167072,COc1cc(-c2nc(CN3CCN(C)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,active,628.224,5.6788,2,11,6.086186148
CHEMBL4163707,CC(C)Oc1cc(-c2nc(CN3CCN(C)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,active,656.278,6.4574,2,11,6
CHEMBL4160581,CC(C)Oc1cc(-c2nc(CN3CCN(CCO)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,active,686.304,5.8199,3,12,6
CHEMBL4168473,COc1cc(-n2cc(CN3CCC(C)CC3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,active,611.172,5.6205,2,11,6.153044675
CHEMBL4174347,COc1cc(-n2cc(CN3CCN(C)CC3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,active,612.16,4.136,2,12,6
CHEMBL4166436,COc1cc(-n2cc(CN3C[C@H](C)N[C@H](C)C3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,active,626.187,4.5708,3,12,6.136082623
CHEMBL4166038,COc1cc(-n2cc(CN3CCNCC3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,active,598.133,3.7938,3,12,6
CHEMBL4160854,Nc1n[nH]c2cccc(-c3ccc(NC(=S)Nc4cc(Br)ccc4OC(F)(F)F)cc3)c12,inactive,522.35,6.2821,4,4,5
CHEMBL4169694,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1nn(-c2ccc(Cl)c(F)c2)ccc1=O,active,475.867,4.9459,2,6,6.769551079
CHEMBL4165199,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1nn(-c2ccc(Cl)c(C(F)(F)F)c2)ccc1=O,active,525.874,5.8256,2,6,7.13667714
CHEMBL4171929,Cc1ccc(-n2nc(C(=O)Nc3ccc(Oc4ncnc5[nH]ccc45)cc3)c(C)cc2=O)cc1,inactive,452.474,4.16524,2,7,4.568153954
CHEMBL4175376,Cc1cc(=O)n(-c2ccc(Br)cc2F)nc1C(=O)Nc1ccc(Oc2ncnc3[nH]ccc23)cc1,inactive,535.333,4.75842,2,7,4.684239509
CHEMBL4161920,COc1ccc(Cc2nnc3sc(-c4ccccc4OC)nn23)cc1,inactive,352.419,3.4608,0,7,4.951169913
CHEMBL4165354,COc1ccc(Cc2nnc3sc(-c4cc5ccccc5[nH]4)nn23)cc1,active,361.43,3.9335,1,6,6.721246399
CHEMBL4167593,COc1ccc2c(OCc3nnc4sc(-c5cscn5)nn34)ccnc2c1,active,396.457,3.4451,0,10,6.812479279
CHEMBL4165119,COc1ccc2c(OCc3nnc4sc(-c5cc6ccccc6[nH]5)nn34)ccnc2c1,active,428.477,4.4699,1,8,7.100726813
CHEMBL4170972,COc1ccc2c(OCc3nnc4sc(-c5ccc6[nH]cnc6c5)nn34)ccnc2c1,active,429.465,3.8649,1,9,7.8569852
CHEMBL4172427,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3)ccnc2cc1OCCCN1CCSCC1,active,681.787,6.4423,2,9,6.812479279
CHEMBL4171989,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4C4CCCCC4)cc3)ccnc2cc1OCCCN1CCOCC1,active,635.787,5.6551,2,9,6.162411562
CHEMBL4164120,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4CCc4ccccc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,657.793,5.7076,2,9,6.480172006
CHEMBL4175433,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4Cc4ccccc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,643.766,5.3175,2,9,6.688246139
CHEMBL4167564,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccc5ccccc5c4)cc3)ccnc2cc1OCCCN1CCOCC1,active,679.799,6.6007,2,9,6.181114585
CHEMBL4177459,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccc(N(C)C)cc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,672.808,5.5135,2,10,6.369572125
CHEMBL4166841,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccncc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,630.727,4.8425,2,10,6.494850022
CHEMBL4167282,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4cccc(C(F)(F)F)c4)cc3)ccnc2cc1OCCCN1CCOCC1,active,697.736,6.4663,2,9,6.381951903
CHEMBL4175145,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccccc4C(F)(F)F)cc3)ccnc2cc1OCCCN1CCOCC1,active,697.736,6.4663,2,9,6.446116973
CHEMBL4170667,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccc(C(F)(F)F)cc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,697.736,6.4663,2,9,6.305394801
CHEMBL4160024,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4cc(Cl)cc(Cl)c4)cc3)ccnc2cc1OCCCN1CCOCC1,active,698.629,6.7543,2,9,6.181774106
CHEMBL4160448,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccccc4Cl)cc3)ccnc2cc1OCCCN1CCOCC1,active,664.184,6.1009,2,9,6.772113295
CHEMBL4168353,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccc(Cl)cc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,664.184,6.1009,2,9,6.458420756
CHEMBL4163825,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cc(F)cc4F)cc3)ccnc2cc1OCCCN1CCOCC1,active,683.709,5.8648,2,9,7.026872146
CHEMBL4171699,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4cc(F)c(F)c(F)c4)cc3)ccnc2cc1OCCCN1CCOCC1,active,683.709,5.8648,2,9,6.236572006
CHEMBL4166652,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3)ccnc2cc1OCCCN1CCOCC1,active,665.719,5.7257,2,9,7.301029996
CHEMBL4177280,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccc(F)c(F)c4)cc3)ccnc2cc1OCCCN1CCOCC1,active,665.719,5.7257,2,9,6.472370099
CHEMBL4168185,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccc(F)cc4F)cc3)ccnc2cc1OCCCN1CCOCC1,active,665.719,5.7257,2,9,6.850780887
CHEMBL4160268,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccc(F)cc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,647.729,5.5866,2,9,6.707743929
CHEMBL4164749,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4cccc(F)c4)cc3)ccnc2cc1OCCCN1CCOCC1,active,647.729,5.5866,2,9,6.511449283
CHEMBL4175371,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccccc4F)cc3)ccnc2cc1OCCCN1CCOCC1,active,647.729,5.5866,2,9,7.214670165
CHEMBL4174964,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccccc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,629.739,5.4475,2,9,7.013228266
CHEMBL4161786,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3)ccnc2cc1OCCCN1CCCCC1C,active,677.774,7.2679,2,8,7.337242168
CHEMBL4175612,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3)ccnc2cc1OCCCN1CC(C)CC(C)C1,active,691.801,7.3714,2,8,6.943095149
CHEMBL4167741,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3)ccnc2cc1OCCCN1CCCC1,active,649.72,6.4893,2,8,7.431798276
CHEMBL4160512,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,active,667.71,6.6284,2,8,7.522878745
CHEMBL4171115,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)c(F)c3)ccnc2cc1OCCCN1CCCC1,active,667.71,6.6284,2,8,7.677780705
CHEMBL4217207,CNC(=O)c1cc(Oc2ccc(C3=NNC(c4cccc(Br)c4)C3)cc2)ccn1,active,451.324,4.4347,2,5,6.26760624
CHEMBL4205605,Cc1c(C(=O)NCCS(C)(=O)=O)sc2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12,active,629.667,4.20202,3,9,7.602059991
CHEMBL4208845,COCCNC(=O)c1sc2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c1C,active,581.601,4.80382,3,8,7.327902142
CHEMBL4208454,Cc1c(C(=O)NCCN2CCOCC2)sc2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12,active,636.681,4.48962,3,9,7.443697499
CHEMBL4211614,Cc1c(C(=O)NCCCN2CCOCC2)sc2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12,active,650.708,4.87972,3,9,7.229147988
CHEMBL4208557,Cc1c(C(=O)NCC#N)sc2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12,active,562.558,4.681,3,8,7.283996656
CHEMBL4209961,CNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4)c3=O)cc2)ccn1,active,491.507,4.1849,2,7,8.151195299
CHEMBL4207018,CNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(F)cc4)c3=O)cc2)ccn1,active,509.497,4.324,2,7,7.788078916
CHEMBL4213745,CCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4)c3=O)cc2)ccn1,active,505.534,4.575,2,7,7.902048929
CHEMBL4214671,CCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(F)cc4)c3=O)cc2)ccn1,active,523.524,4.7141,2,7,8.084072788
CHEMBL4207773,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4)c3=O)cc2)ccn1,active,519.561,4.9651,2,7,8.004803708
CHEMBL4214315,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4F)c3=O)cc2)ccn1,active,537.551,5.1042,2,7,8.079876674
CHEMBL4204920,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(F)cc4)c3=O)cc2)ccn1,active,537.551,5.1042,2,7,8.583359493
CHEMBL4215703,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,active,491.479,4.86842,1,8,7.721246399
CHEMBL4204150,Cc1cc(=O)n(-c2ccc(Br)cc2F)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,active,570.375,5.63092,1,8,7.494850022
CHEMBL4205562,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)cc1,active,473.489,4.72932,1,8,7.318758763
CHEMBL4204515,CNc1ncc2c(-c3ccc(N4CCN(C(=O)C(C)(C)C)CC4)nc3)nn(CC3CCCC3)c2n1,inactive,476.629,3.8149,1,8,5
CHEMBL4213775,CCN1CCN(c2ccc(-c3nn(CC4CCCC4)c4nc(NC)ncc34)cn2)CC1,inactive,420.565,3.2621,1,8,5
CHEMBL4218175,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)cc3)nn(CC3CCCC3)c2n1,active,405.55,3.477,1,7,6.37675071
CHEMBL4207004,CNc1ncc2c(-c3ccc(N4CCN(C(=O)C(C)(C)C)CC4)nc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,inactive,565.686,3.3128,1,11,5
CHEMBL4218369,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,inactive,495.595,2.3699,1,11,5
CHEMBL4211308,CNc1ncc2c(-c3ccc(N4CCNCC4)cc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,inactive,480.58,2.6327,2,10,5
CHEMBL4205191,CNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(Cc3cn(-c4ccsc4C(=O)OC)nn3)c2n1,inactive,531.606,1.8167,2,14,5
CHEMBL4210084,CNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,inactive,481.568,2.0277,2,11,5
CHEMBL4209569,CNc1ncc2c(-c3ccc(OC)cc3)nn(CC3OCCO3)c2n1,inactive,341.371,1.9165,1,8,5
