molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL1813634,Cc1ccc(-c2csc3ncnc(Oc4ccc(NC(=O)c5cccn(-c6ccc(F)cc6)c5=O)cc4F)c23)s1,active,572.618,7.20192,1,8,7.37675071
CHEMBL1813635,COc1ccc(-c2csc3ncnc(Oc4ccc(NC(=O)c5cccn(-c6ccc(F)cc6)c5=O)cc4F)c23)cc1OC,active,612.614,6.8492,1,9,6.910094889
CHEMBL1813638,O=C(Nc1ccc(Oc2ncnc3scc(-c4ccc(C(F)(F)F)cc4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,active,620.559,7.8508,1,7,6.71942163
CHEMBL1813639,O=C(Nc1ccc(Oc2ncnc3scc(-c4ccc(F)cc4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,active,570.552,6.9711,1,7,7.167491087
CHEMBL1813640,O=C(Nc1ccc(Oc2ncnc3scc(-c4ccc(F)c(F)c4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,active,588.542,7.1102,1,7,7.18243463
CHEMBL1813641,O=C(Nc1ccc(Oc2ncnc3sc(-c4ccccc4)cc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,inactive,552.562,6.832,1,7,5
CHEMBL1813642,O=C(Nc1ccc(Oc2ncnc3sc4c(c23)CCC4)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,inactive,516.529,5.6537,1,7,5
CHEMBL1813643,Cc1nc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c2c3c(sc2n1)CCCC3,inactive,544.583,6.35222,1,7,5
CHEMBL1813644,O=C(Nc1ccc(Oc2ncnc3sc4c(c23)CCCCC4)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,inactive,544.583,6.4339,1,7,5
CHEMBL1813645,Cc1coc2ncnc(Oc3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)c12,inactive,474.423,5.00492,1,7,5
CHEMBL1813646,O=C(Nc1ccc(Oc2ncnc3occ(-c4ccccc4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,active,536.494,6.3635,1,7,7.156144577
CHEMBL1813647,O=C(Nc1ccc(Oc2ncnc3occ(-c4cccs4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,inactive,542.523,6.425,1,8,5
CHEMBL1813648,Cc1nc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c2c(-c3cccs3)coc2n1,inactive,556.55,6.73342,1,8,5
CHEMBL1813649,CSc1nc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c2c(-c3ccccc3)coc2n1,inactive,582.588,7.0854,1,8,5
CHEMBL1813650,O=C(Nc1ccc(Oc2ncnc3occ(-c4ccc(F)cc4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,active,554.484,6.5026,1,7,6.508638306
CHEMBL1813651,CS(=O)(=O)c1nc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c2c(-c3ccccc3)coc2n1,inactive,614.586,5.767,1,9,5
CHEMBL1813653,[N-]=[N+]=Nc1nc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c2c(-c3ccccc3)coc2n1,inactive,577.507,7.3053,1,8,5
CHEMBL1813654,COc1nc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c2c(-c3ccccc3)coc2n1,inactive,566.52,6.3721,1,8,5
CHEMBL466154,Cc1cc(O)cc2oc3cc(O)cc(O)c3c(=O)c12,inactive,258.229,2.37142,3,5,4
CHEMBL1824363,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1,active,446.547,5.0882,2,5,6.81000466
CHEMBL1824364,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(F)cc1,active,464.537,5.2273,2,5,6.959991364
CHEMBL1824365,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(Cl)cc1,active,480.992,5.7416,2,5,6.069998999
CHEMBL1824367,Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1cccc(O)c1,active,460.574,5.39662,2,5,6.900008766
CHEMBL1824368,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1F,active,464.537,5.2273,2,5,7.389978975
CHEMBL1824369,N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1cccc(O)c1,active,471.557,4.95988,2,6,7.759950228
CHEMBL1824370,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1c(F)cccc1F,active,482.527,5.3664,2,5,7.160019442
CHEMBL1824371,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,active,464.537,5.2273,2,5,7.260032303
CHEMBL1824372,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(Cl)c1,active,480.992,5.7416,2,5,7.010016542
CHEMBL1824373,N#Cc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc2cccc(O)c2)c1,active,471.557,4.95988,2,6,7.070019409
CHEMBL1824374,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc([N+](=O)[O-])c1,active,491.544,4.9964,2,7,6.900008766
CHEMBL1824375,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1,active,447.535,4.4832,2,6,6.36999951
CHEMBL1824376,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccn1,active,447.535,4.4832,2,6,6.250001023
CHEMBL1824377,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cscn1,active,453.564,4.5447,2,7,6.190002845
CHEMBL1824379,CCCOc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1cccc(O)c1,active,398.503,4.298,2,5,6.190002845
CHEMBL1824380,CCC(C)COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1cccc(O)c1,active,426.557,4.9341,2,5,6.0400004
CHEMBL1824381,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OC1CCCC1,active,424.541,4.8306,2,5,6.399996913
CHEMBL1824382,O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1,active,430.548,5.3826,1,4,6.470005327
CHEMBL1824599,CN(C)C(=O)c1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc2ccccc2)c1,inactive,501.627,5.0844,1,5,4
CHEMBL1824604,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1O,inactive,356.422,3.2148,3,5,4.860000083
CHEMBL1824605,N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1ccccc1,active,455.558,5.25428,1,5,6.250001023
CHEMBL1824606,O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1F,active,448.538,5.5217,1,4,6.299997603
CHEMBL1824607,N#Cc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc2ccccc2)c1,active,455.558,5.25428,1,5,6.20999648
CHEMBL1824608,O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,active,448.538,5.5217,1,4,6.309998953
CHEMBL1821773,O=C(Cc1ccc2c(c1)CCO2)N/N=C1/C(=O)Nc2cc(C(=O)NCCCN3CCC[C@H]3CO)cc(Br)c21,active,584.471,1.9757,4,7,8.22184875
CHEMBL450209,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCCC1,active,594.687,6.391,0,8,7.920818754
CHEMBL502331,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCn1cncn1,active,592.631,5.5869,0,10,7.537602002
CHEMBL451069,CCN1CCN(CCCOc2cc3nccc(Oc4ccc(-c5cnc(Cc6ccccc6)n(C)c5=O)cc4F)c3cc2OC)CC1,active,637.756,5.9327,0,9,7.677780705
CHEMBL460795,COc1cc2nccc(Oc3ccc(-c4c(C)nc(Cc5ccccc5)[nH]c4=O)cc3F)c2cc1OC,active,497.526,5.83292,1,6,6.310691141
CHEMBL459948,COc1cc2nccc(Oc3ccc(-c4cnc(C(N)c5ccccc5)n(C)c4=O)cc3F)c2cc1OC,active,512.541,4.9922,1,8,7.142667504
CHEMBL508350,CCC(=O)NC(c1ccccc1)c1ncc(-c2ccc(Oc3ccnc4cc(OC)c(OC)cc34)c(F)c2)c(=O)n1C,active,568.605,5.5597,1,8,7.148741651
CHEMBL452680,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccc(C)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,624.713,5.93582,0,9,8.017728767
CHEMBL453737,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,629.664,5.9193,1,10,8.30980392
CHEMBL518208,COc1cc2nccc(Oc3ccc(-c4cnc(Nc5ccccc5)n(C)c4=O)cc3F)c2cc1OC,active,498.514,5.6877,1,8,7.200659451
CHEMBL462493,COc1cc2nccc(Oc3ccc(-c4cnc(Nc5ccccc5F)n(C)c4=O)cc3F)c2cc1OC,active,516.504,5.8268,1,8,7.346787486
CHEMBL447894,COc1cc2nccc(Oc3ccc(-c4cnc(Nc5ccc(C(F)(F)F)cc5)n(C)c4=O)cc3F)c2cc1OC,active,566.511,6.7065,1,8,6.866461092
CHEMBL1822001,Fc1ccc(Cc2nnc3ncc(-c4ccc(Br)cc4)nn23)cc1,active,384.212,3.6787,0,5,7.346787486
CHEMBL1822002,Oc1ccc(Cc2nnc3nccnn23)cc1,active,227.227,0.8157,1,6,7.251811973
CHEMBL1822003,Cc1nn2c(Cc3ccc(O)cc3)nnc2nc1N,active,256.269,0.70632,2,7,6.080921908
CHEMBL1822004,CC1=C(C(=O)N2CCCC2CN2CCCC2)C(C)C(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)=N1,active,641.621,5.7543,1,6,8.045757491
CHEMBL1822005,CN(CCN1CCN(N)CC1)Cc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)cc1,active,694.837,6.2919,2,9,7.552841969
CHEMBL1822006,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1CCCN1CCOCC1,active,569.127,4.86754,2,5,6.769551079
CHEMBL1822206,CCn1ccnc1-c1cc2cccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,active,530.65,6.7718,2,6,6.966576245
CHEMBL1822207,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2cccc3cc(-c4ncccn4)sc23)c(F)c1,active,514.607,6.3454,2,6,6.742321425
CHEMBL1822362,CC(C)(C)OC(=O)c1cnc2ccn(S(=O)(=O)c3ccccc3[N+](=O)[O-])c2c1,active,403.416,3.1368,0,8,7.698970004
CHEMBL205372,COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3)c2cc1OC,active,473.554,5.1,2,6,8.698970004
CHEMBL461118,COc1cc2nccc(Oc3ccc(NC(=O)NCCc4ccccc4)nc3)c2cc1OC,active,444.491,4.8035,2,6,6
CHEMBL459892,COc1cc2nccc(Oc3ccc(NC(=O)NCc4ccccc4)nc3)c2cc1OC,active,430.464,4.761,2,6,6
CHEMBL461120,COc1cc2nccc(Oc3ccc(NC(=O)NC(=O)CN4CCCCC4)nc3)c2cc1OC,active,465.51,3.5733,2,8,6.301029996
CHEMBL461998,COc1cc2nccc(Oc3ccc(NC(=O)NC(=O)c4c(F)cccc4F)nc3)c2cc1OC,active,480.427,4.6794,2,7,7.096910013
CHEMBL472552,COc1cc2nccc(Oc3ccc(NC(=O)NC(=O)c4ccccc4)nc3)c2cc1OC,active,444.447,4.4012,2,7,6.318758763
CHEMBL1822363,O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCN3CCOCC3)ccc21,active,477.521,0.6986,3,7,7.619788758
CHEMBL1822364,CN1CCN(CCCNC(=O)c2ccc3c(c2)NC(=O)/C3=N\NC(=O)Cc2ccc3c(c2)CCO3)CC1,active,504.591,1.0039,3,7,7.552841969
CHEMBL1822365,O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCN3CCOCC3)cc(Br)c21,active,556.417,1.4611,3,7,8.301029996
CHEMBL1822366,O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCN3CCOCC3)cc(Br)c21,active,542.39,1.4186,3,7,9.15490196
CHEMBL1822367,CN(C)CCCNC(=O)c1cc(Br)c2c(c1)NC(=O)/C2=N\NC(=O)Cc1ccc2c(c1)CCO2,active,528.407,2.0806,3,6,8.301029996
CHEMBL1822368,O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CC[C@@H](O)C3)cc(Br)c21,active,570.444,1.5856,4,7,9.15490196
CHEMBL1822369,O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CCC[C@@H]3CO)cc(Br)c21,active,584.471,1.9757,4,7,9.301029996
CHEMBL1822370,O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CCC(O)CC3)cc(Br)c21,active,584.471,1.9757,4,7,8.698970004
CHEMBL1822371,CN(C)CCCNC(=O)c1cc(Br)c2c(c1)NC(=O)/C2=N\NC(=O)Cc1ccc2occc2c1,active,526.391,2.8919,3,6,8.795880017
CHEMBL1822372,CN1CCN(C(=O)c2cc(Br)c3c(c2)NC(=O)/C3=N\NC(=O)Cc2ccc3occc3c2)CC1,active,524.375,2.598,2,6,7.187086643
CHEMBL1822373,CN1CCN(C(=O)c2cc(Br)c3c(c2)NC(=O)/C3=N\NC(=O)Cc2ccc3ocnc3c2)CC1,active,525.363,1.993,2,7,6.183096161
CHEMBL1822375,CN1CCN(C(=O)c2cc(Br)c3c(c2)NC(=O)/C3=N\NC(=O)Cc2ccc3onc(N)c3c2)CC1,active,540.378,1.5752,3,8,6.801342913
CHEMBL1822377,Oc1ccc(Cn2cnc3ncc(-c4ccc(F)cc4)nc32)cc1,active,320.327,3.3863,1,5,6.657577319
CHEMBL1822378,Fc1ccc(Cn2nnc3ncc(-c4cccs4)nc32)cc1,active,311.345,3.1372,0,6,6.795880017
CHEMBL1822379,Fc1ccc(Cn2nnc3ncc(-c4cccc(OCCN5CCOCC5)c4)nc32)cc1,active,434.475,2.7867,0,8,6
CHEMBL1822382,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)Cc3c(Cl)cccc3Cl)cc21,active,518.378,3.688,3,6,8.15490196
CHEMBL1822383,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(C(=O)O)cc21,active,339.307,1.1055,4,5,6.045757491
CHEMBL1822384,CN1CCN(C(=O)c2ccc3c(c2)/C(=N/NC(=O)Cc2ccc(O)cc2)C(=O)N3)CC1,active,421.457,0.7949,3,6,7.107905397
CHEMBL1822544,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2cccc(-c3cccc(F)c3)c21,active,389.386,3.2134,3,4,6.301029996
CHEMBL1822545,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2cccc(-c3ccc(F)cc3)c21,active,389.386,3.2134,3,4,6.050609993
CHEMBL1822546,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(OC(F)(F)F)cc21,active,379.294,2.3059,3,5,7.236572006
CHEMBL1822547,O=C(Cc1ccc(F)cc1)N/N=C1\C(=O)Nc2ccc(C(=O)N3CCC(NC4CC4)CC3)c(Cl)c21,active,497.958,2.8508,3,5,6.366531544
CHEMBL1822548,O=C(Cc1ccc2c(c1)OCO2)N/N=C1\C(=O)Nc2ccc(Br)cc21,active,402.204,2.1929,2,5,6.602059991
CHEMBL1822549,O=C(Cc1ccc2c(c1)OCO2)N/N=C1\C(=O)Nc2ccccc21,active,323.308,1.4304,2,5,6.823908741
CHEMBL1822550,CN1CCN(S(=O)(=O)c2ccc3c(c2)/C(=N/NC(=O)Cc2ccc(O)cc2)C(=O)N3)CC1,active,457.512,0.3434,3,7,7.113509275
CHEMBL1822551,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)NCCN3CCOCC3)cc21,active,487.538,0.0178,4,8,7.107905397
CHEMBL1822552,CC(C(=O)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)NCCN3CCOCC3)cc21)c1ccc(O)cc1,active,501.565,0.5788,4,8,6.408935393
CHEMBL1822553,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(C(=O)N3CCC(NC4CC4)CC3)c(Cl)c21,active,495.967,2.4173,4,6,7.619788758
CHEMBL1822554,CC(C(=O)N/N=C1\C(=O)Nc2ccc(C(=O)N3CCC(NC4CC4)CC3)c(Cl)c21)c1ccc(F)cc1,active,511.985,3.4118,3,5,6.886056648
CHEMBL1822555,O=C(Cc1ccc2c(c1)OCO2)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)NCCN3CCOCC3)cc21,active,515.548,0.0409,3,9,6.494850022
CHEMBL1822556,CC(C(=O)N/N=C1\C(=O)Nc2ccc(C(=O)N3CCC(NC4CC4)CC3)c(Cl)c21)c1ccc(O)cc1,active,509.994,2.9783,4,6,7.065501549
CHEMBL1822559,O=C(Cc1ccc(O)c(Cl)c1)N/N=C1\C(=O)Nc2ccc(C(=O)O)c(Cl)c21,active,408.197,2.4123,4,5,7.537602002
CHEMBL1822560,CC(C(=O)N/N=C1\C(=O)Nc2ccc(C(=O)NCCN3CCOCC3)c(Cl)c21)c1ccc(F)cc1,active,501.946,2.1172,3,6,6.958607315
CHEMBL1822561,CC(C(=O)N/N=C1\C(=O)Nc2ccc(C(=O)N3CCCC3CN3CCCC3)c(Cl)c21)c1ccc(F)cc1,active,526.012,3.7556,2,5,6.366531544
CHEMBL1822564,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ncccc21,active,296.286,0.8023,3,5,6.638272164
CHEMBL1822566,CC(C(=O)N/N=C1\C(=O)Nc2ccc(Br)cc21)c1ccc2c(c1)OCO2,active,416.231,2.7539,2,5,6.13076828
CHEMBL1822569,COC(=O)c1cccc2c1/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,353.334,1.1939,3,6,6.26760624
CHEMBL1822570,Cc1cc(CCN2CCCC2)c(C)c2c1NC(=O)/C2=N\NC(=O)C(C)c1ccc(F)cc1,active,436.531,3.65694,2,4,6.008773924
CHEMBL1822576,COc1ccc(C(C)C(=O)N/N=C2\C(=O)Nc3ccccc32)cc1,active,323.352,2.2713,2,4,6.638272164
CHEMBL1822577,CC(C(=O)N/N=C1\C(=O)Nc2ccccc21)c1ccc(O)cc1,active,309.325,1.9683,3,4,7.522878745
CHEMBL1822579,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccccc21,active,295.298,1.4073,3,4,6.283996656
CHEMBL1822581,Cc1cc(C)c2c(c1)/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,323.352,2.02414,3,4,7.698970004
CHEMBL1822583,Cc1ccc(C)c2c1NC(=O)/C2=N\NC(=O)Cc1ccc(O)cc1,active,323.352,2.02414,3,4,7.823908741
CHEMBL1822584,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2c(Br)cc(Cl)cc21,active,408.639,2.8232,3,4,7.26760624
CHEMBL1822585,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(Cl)c(Cl)c21,active,364.188,2.7141,3,4,7.823908741
CHEMBL1822586,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2c(Cl)cccc21,active,329.743,2.0607,3,4,7.657577319
CHEMBL1822587,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,364.188,2.7141,3,4,7.886056648
CHEMBL1822588,COc1cc(CC(=O)N/N=C2\C(=O)Nc3ccccc32)ccc1O,active,325.324,1.4159,3,5,6.619788758
CHEMBL1822590,O=C(Cc1ccc(O)c(F)c1)N/N=C1\C(=O)Nc2ccccc21,active,313.288,1.5464,3,4,7.26760624
CHEMBL1822591,CC(C(=O)N/N=C1\C(=O)Nc2ccc(Cl)c(Cl)c21)c1ccc(O)cc1,active,378.215,3.2751,3,4,7.657577319
CHEMBL1822592,COc1ccc(CC(=O)N/N=C2\C(=O)Nc3c(C)ccc(C)c32)cn1,active,338.367,1.72214,2,5,6.958607315
CHEMBL1822593,Cc1cccc2c1/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,309.325,1.71572,3,4,7.657577319
CHEMBL1822594,Cc1ccc(C)c2c1NC(=O)/C2=N\NC(=O)Cc1ccc(O)nc1,active,324.34,1.41914,3,5,7.431798276
CHEMBL1822757,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2cc(Cl)ccc21,active,329.743,2.0607,3,4,7.769551079
CHEMBL1822758,O=C(Cc1ccc(F)cc1)N/N=C1\C(=O)Nc2ccc(Cl)c(Cl)c21,active,366.179,3.1476,2,3,6.677780705
CHEMBL1822759,O=C(Cc1ccc(O)nc1)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,365.176,2.1091,3,5,7.677780705
CHEMBL1822760,Cc1ccc2c(c1)/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,309.325,1.71572,3,4,7.173925197
CHEMBL1822761,Cn1cc(CC(=O)N/N=C2\C(=O)Nc3c(Cl)ccc(Cl)c32)ccc1=O,active,379.203,1.7072,2,5,7.346787486
CHEMBL1822762,COc1cccc2c1NC(=O)/C2=N\NC(=O)Cc1ccc(O)cc1,active,325.324,1.4159,3,5,7.187086643
CHEMBL1822763,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2c(Cl)cc(Cl)cc21,active,364.188,2.7141,3,4,7.055517328
CHEMBL1822764,O=C(Cc1ccc(F)cc1)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,366.179,3.1476,2,3,7.698970004
CHEMBL1822766,CC(C)C(C(=O)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21)c1ccc(O)cc1,active,406.269,3.9112,3,4,6.769551079
CHEMBL1822767,O=C(Cc1ccccc1)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,348.189,3.0085,2,3,7.045757491
CHEMBL1822768,CC(C(=O)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21)c1ccc(O)cc1,active,378.215,3.2751,3,4,7.823908741
CHEMBL1822769,Nc1cccc(CC(=O)N/N=C2\C(=O)Nc3c(Cl)ccc(Cl)c32)c1,active,363.204,2.5907,3,4,6.958607315
CHEMBL1822770,CCC(C(=O)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21)c1ccc(OC)cc1,active,406.269,3.9682,2,4,6.823908741
CHEMBL1822771,Cc1ccc(C)c2c1NC(=O)/C2=N\NC(=O)CCc1ccc(O)cc1,active,337.379,2.41424,3,4,7.229147988
CHEMBL1822772,Cc1ccc(C)c2c1NC(=O)/C2=N\NC(=O)Cc1ccccc1,active,307.353,2.31854,2,3,7.040958608
CHEMBL1822774,O=C(Cc1cc(O)[nH]n1)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,354.153,1.4372,4,5,6.200659451
CHEMBL1822777,COc1c(O)c2c(c(Cl)c1Cl)NC(=O)/C2=N\NC(=O)Cc1ccc(O)cc1,active,410.213,2.4283,4,6,6.494850022
CHEMBL1822778,COc1ccc2c(c1)/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,325.324,1.4159,3,5,7.050609993
CHEMBL1822779,COc1ccc2c(c1Cl)/C(=N/NC(=O)C(C)c1ccc(O)cc1)C(=O)N2,active,373.796,2.6303,3,5,7.346787486
CHEMBL1822780,O=C(Cc1ccc(O)c(Br)c1)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,443.084,3.4766,3,4,6.721246399
CHEMBL1822781,CC(C(=O)N/N=C1\C(=O)Nc2ccccc21)c1ccc(O)c(Br)c1,active,388.221,2.7308,3,4,6.744727495
CHEMBL1822782,CC(C(=O)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21)c1ccc(O)c(Br)c1,active,457.111,4.0376,3,4,6.102372909
CHEMBL1822783,CC(C(=O)N/N=C1\C(=O)Nc2ccc(O)c(Cl)c21)c1ccc(F)cc1,active,361.76,2.7608,3,4,6.37675071
CHEMBL1822786,COc1cc(Cl)c2c(c1Cl)/C(=N/NC(=O)C(C)c1ccc(O)cc1)C(=O)N2,active,408.241,3.2837,3,5,7.327902142
CHEMBL1822787,Cc1ccc(Cl)c2c1NC(=O)/C2=N\NC(=O)C(C)c1ccc(F)cc1,active,359.788,3.36362,2,3,6.698970004
CHEMBL1822788,COc1ccc2[nH]c3nc4nnc(Cc5ccc(O)cc5)n4nc3c2c1Cl,active,380.795,3.1122,2,7,7.920818754
CHEMBL1822789,OCCCNc1nccc(-c2[nH]c(-c3c(Cl)cc(OCCO)cc3Cl)nc2-c2cccc(OCc3ccccn3)c2)n1,active,607.498,5.6469,4,9,7.657577319
CHEMBL1822790,CCN(CC)CCOc1ccc(Nc2nccc(-c3[nH]c(-c4c(Cl)cc(CO)cc4Cl)nc3-c3cccc(Cl)c3)n2)cc1,active,637.999,8.1174,3,7,8.397940009
CHEMBL1822791,CN(C)CCNC(=O)c1cc(Br)c2c(c1)NC(=O)/C2=N\NC(=O)Cc1ccc2c(c1)CCO2,active,514.38,1.6905,3,6,7
CHEMBL1822793,O=S(=O)(c1c(Cl)nc2sccn12)[N+]1=C2C=C(N3CCNCC3)C=NC2C=C1,active,423.931,0.9608,1,8,7.619788758
CHEMBL1822794,COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4)nc3)c2cc1OC,inactive,460.515,4.5661,2,7,5
CHEMBL1822798,O=C(Nc1ccc(Oc2ccnc3ccsc23)cc1)NC1CC1c1ccccc1,inactive,401.491,5.7662,2,4,5
CHEMBL1822799,O=C(Cc1ccccc1)NC(=O)Nc1ccc(Oc2ccnc3ccsc23)cc1,active,403.463,4.9794,2,5,6.638272164
CHEMBL1822801,O=C(Cc1ccccc1)NC(=O)Nc1ccc(Oc2ccnc3ccsc23)cc1F,active,421.453,5.1185,2,5,6.522878745
CHEMBL1822970,CN1CCN(C(=O)c2cc(Br)c3c(c2)NC(=O)/C3=N\NC(=O)Cc2ccc3c(c2)CCO3)CC1,active,526.391,1.7867,2,6,8
CHEMBL460791,COc1cc2nccc(Oc3ccc4nc(NC(=O)Cc5ccccc5)sc4c3)c2cc1OC,active,471.538,5.8352,1,7,7.769551079
CHEMBL460586,COc1cc2nccc(Oc3ccc(-c4cnc(Cc5ccccc5)[nH]c4=O)cc3F)c2cc1OC,active,483.499,5.5245,1,6,6.970616222
